epoch,accuracy,loss,val_accuracy,val_loss
0,0.6147299408912659,0.886796236038208,0.6421052813529968,0.8058005571365356
1,0.6934861540794373,0.7133312821388245,0.6566243171691895,0.7946745157241821
2,0.7722423672676086,0.5799969434738159,0.6609800457954407,0.9356740117073059
3,0.8292101621627808,0.4684242904186249,0.6591651439666748,0.965764582157135
4,0.8606445789337158,0.39844703674316406,0.6435571908950806,0.9881659746170044
5,0.8692691922187805,0.34864675998687744,0.6613430380821228,1.1126652956008911
6,0.8848161697387695,0.312394917011261,0.6529945731163025,1.0577493906021118
7,0.8907172083854675,0.28870248794555664,0.6584392189979553,1.209539532661438
8,0.8975260853767395,0.2645522952079773,0.6664246916770935,1.2977091073989868
9,0.8986608982086182,0.2526906728744507,0.6613430380821228,1.314738392829895
10,0.9011574983596802,0.2404175102710724,0.6490018367767334,1.4300882816314697
11,0.9049023985862732,0.23595759272575378,0.6497277617454529,1.5017191171646118
12,0.9047889113426208,0.22589725255966187,0.6562613248825073,1.3830806016921997
13,0.9094416499137878,0.22327947616577148,0.650090754032135,1.4540919065475464
14,0.9089877605438232,0.21779930591583252,0.6413792967796326,1.4365187883377075
15,0.9108034372329712,0.20882509648799896,0.65589839220047,1.565858006477356
16,0.9110304117202759,0.20885393023490906,0.6457350254058838,1.6008498668670654
17,0.9123921990394592,0.20262481272220612,0.6493647694587708,1.5991945266723633
18,0.9121652245521545,0.20453234016895294,0.6490018367767334,1.7351083755493164
19,0.9164775013923645,0.20065031945705414,0.6529945731163025,1.6060720682144165
20,0.9199954867362976,0.18568134307861328,0.6435571908950806,1.681427240371704
21,0.9195415377616882,0.18052969872951508,0.6533575057983398,1.7024208307266235
22,0.9162505865097046,0.1858532577753067,0.6526315808296204,1.7545838356018066
23,0.9202224016189575,0.17840996384620667,0.6497277617454529,1.8279192447662354
24,0.9199954867362976,0.174181267619133,0.6460980176925659,1.768189787864685
25,0.9213572144508362,0.17259225249290466,0.6410163044929504,1.8789615631103516
26,0.9160236120223999,0.19513052701950073,0.6439201235771179,1.5487877130508423
27,0.9172719120979309,0.18153077363967896,0.6555353999137878,1.7179079055786133
28,0.9170449376106262,0.18260112404823303,0.6540834903717041,1.6371760368347168
29,0.9203358888626099,0.18711675703525543,0.6529945731163025,1.731362223625183
30,0.9235134124755859,0.1725984513759613,0.6497277617454529,1.7667059898376465
31,0.9239673018455505,0.1663340926170349,0.6381125450134277,1.7785682678222656
32,0.9252156019210815,0.1673608273267746,0.6446461081504822,1.7373113632202148
33,0.9252156019210815,0.16551582515239716,0.6490018367767334,1.8219237327575684
34,0.9237403273582458,0.17063643038272858,0.6442831158638,1.8256206512451172
35,0.9236268997192383,0.16699692606925964,0.6442831158638,1.7499213218688965
36,0.926010012626648,0.16266268491744995,0.6431941986083984,1.841489315032959
37,0.9245347380638123,0.16487723588943481,0.65589839220047,1.7986235618591309
38,0.9256695508956909,0.1650363802909851,0.6504537463188171,1.8527019023895264
39,0.9257830381393433,0.1664138287305832,0.6497277617454529,1.7879700660705566
40,0.9223785996437073,0.1725403517484665,0.6457350254058838,1.7916090488433838
41,0.9266908764839172,0.1609182357788086,0.6497277617454529,1.8527377843856812
42,0.9269178509712219,0.15852032601833344,0.6540834903717041,1.8038541078567505
43,0.9273717403411865,0.15804651379585266,0.6493647694587708,1.8743350505828857
44,0.9224920272827148,0.16761620342731476,0.6504537463188171,1.8466752767562866
45,0.9269178509712219,0.16587592661380768,0.6533575057983398,1.8240147829055786
46,0.9264639019966125,0.16066068410873413,0.647912859916687,1.9401190280914307
47,0.9277122020721436,0.15425275266170502,0.6475499272346497,2.038377046585083
48,0.9285065531730652,0.1577955037355423,0.647912859916687,1.9916391372680664
49,0.9257830381393433,0.1572081595659256,0.6504537463188171,1.9396653175354004
